Name,CatalogId,PartType,Mesh,Material,Gender,CompatibleBodyBuilds,MinimumAge,MaximumAge,EarliestYear,LatestYear,Tags,SelectionWeight,HiddenBodyRegions,bObscuredFallback,DefaultPrimaryColor,DefaultSecondaryColor
SHIRT_WHITE_01,SHIRT_WHITE_01,UpperBody,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_Shirt.SK_TMOP_Shirt,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_White.MI_TMOP_Clothing_White,Unknown,"()",12,0,1970,1989,"(Shirt,White,Formal)",0.8,12,False,"(R=0.72,G=0.72,B=0.68,A=1.0)","(R=0.72,G=0.72,B=0.68,A=1.0)"
TROUSERS_DARKGREY_01,TROUSERS_DARKGREY_01,Trousers,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_Trousers_Straight.SK_TMOP_Trousers_Straight,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_DarkGrey.MI_TMOP_Clothing_DarkGrey,Unknown,"()",10,0,1970,1989,"(Trousers,Straight,DarkGrey,Dark)",1.5,96,False,"(R=0.12,G=0.13,B=0.145,A=1.0)","(R=0.12,G=0.13,B=0.145,A=1.0)"
TROUSERS_BLACK_01,TROUSERS_BLACK_01,Trousers,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_Trousers_Straight.SK_TMOP_Trousers_Straight,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_Black.MI_TMOP_Clothing_Black,Unknown,"()",10,0,1970,1989,"(Trousers,Straight,Black,Dark)",1.4,96,False,"(R=0.025,G=0.025,B=0.03,A=1.0)","(R=0.025,G=0.025,B=0.03,A=1.0)"
JEANS_DARKBLUE_01,JEANS_DARKBLUE_01,Trousers,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_Jeans.SK_TMOP_Jeans,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_DarkBlue.MI_TMOP_Clothing_DarkBlue,Unknown,"()",10,0,1970,1989,"(Jeans,Trousers,DarkBlue,Denim)",1.0,96,False,"(R=0.025,G=0.055,B=0.12,A=1.0)","(R=0.025,G=0.055,B=0.12,A=1.0)"
DRESS_TROUSERS_CHARCOAL_01,DRESS_TROUSERS_CHARCOAL_01,Trousers,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_DressTrousers.SK_TMOP_DressTrousers,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_Charcoal.MI_TMOP_Clothing_Charcoal,Unknown,"()",16,0,1970,1989,"(DressTrousers,Trousers,Charcoal,Dark,Formal)",0.7,96,False,"(R=0.075,G=0.08,B=0.09,A=1.0)","(R=0.075,G=0.08,B=0.09,A=1.0)"
SHOES_BLACK_01,SHOES_BLACK_01,Footwear,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_Shoes.SK_TMOP_Shoes,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_Black.MI_TMOP_Clothing_Black,Unknown,"()",10,0,1970,1989,"(Shoes,Black,Dark)",1.5,128,False,"(R=0.025,G=0.025,B=0.03,A=1.0)","(R=0.025,G=0.025,B=0.03,A=1.0)"
BOOTS_DARKBROWN_01,BOOTS_DARKBROWN_01,Footwear,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_Boots.SK_TMOP_Boots,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_DarkBrown.MI_TMOP_Clothing_DarkBrown,Unknown,"()",12,0,1970,1989,"(Boots,DarkBrown,Dark,Leather)",1.0,128,False,"(R=0.075,G=0.038,B=0.022,A=1.0)","(R=0.075,G=0.038,B=0.022,A=1.0)"
WINTER_BOOTS_BLACK_01,WINTER_BOOTS_BLACK_01,Footwear,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_WinterBoots.SK_TMOP_WinterBoots,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_Black.MI_TMOP_Clothing_Black,Unknown,"()",10,0,1975,1989,"(WinterBoots,Boots,Black,Dark,Winter)",1.0,128,False,"(R=0.025,G=0.025,B=0.03,A=1.0)","(R=0.025,G=0.025,B=0.03,A=1.0)"
GLOVES_BLACK_01,GLOVES_BLACK_01,Gloves,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_Gloves.SK_TMOP_Gloves,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_Black.MI_TMOP_Clothing_Black,Unknown,"()",10,0,1970,1989,"(Gloves,Black,Dark,Winter)",1.5,16,False,"(R=0.025,G=0.025,B=0.03,A=1.0)","(R=0.025,G=0.025,B=0.03,A=1.0)"
GLOVES_BROWN_01,GLOVES_BROWN_01,Gloves,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_Gloves.SK_TMOP_Gloves,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_Brown.MI_TMOP_Clothing_Brown,Unknown,"()",10,0,1970,1989,"(Gloves,Brown,Winter)",0.6,16,False,"(R=0.18,G=0.095,B=0.045,A=1.0)","(R=0.18,G=0.095,B=0.045,A=1.0)"
KNIT_CAP_BLACK_01,KNIT_CAP_BLACK_01,Headwear,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_KnitCap.SK_TMOP_KnitCap,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_Black.MI_TMOP_Clothing_Black,Unknown,"()",8,0,1970,1989,"(KnitCap,Cap,Black,Dark,Winter)",1.3,0,False,"(R=0.025,G=0.025,B=0.03,A=1.0)","(R=0.025,G=0.025,B=0.03,A=1.0)"
KNIT_CAP_DARKBLUE_01,KNIT_CAP_DARKBLUE_01,Headwear,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_KnitCap.SK_TMOP_KnitCap,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_DarkBlue.MI_TMOP_Clothing_DarkBlue,Unknown,"()",8,0,1970,1989,"(KnitCap,Cap,DarkBlue,Dark,Winter)",1.0,0,False,"(R=0.025,G=0.055,B=0.12,A=1.0)","(R=0.025,G=0.055,B=0.12,A=1.0)"
FUR_HAT_DARKBROWN_01,FUR_HAT_DARKBROWN_01,Headwear,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_FurHat.SK_TMOP_FurHat,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_DarkBrown.MI_TMOP_Clothing_DarkBrown,Unknown,"()",12,0,1970,1989,"(FurHat,Hat,DarkBrown,Winter)",0.6,0,False,"(R=0.075,G=0.038,B=0.022,A=1.0)","(R=0.075,G=0.038,B=0.022,A=1.0)"
BRIMMED_HAT_BLACK_01,BRIMMED_HAT_BLACK_01,Headwear,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_BrimmedHat.SK_TMOP_BrimmedHat,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_Black.MI_TMOP_Clothing_Black,Unknown,"()",16,0,1970,1989,"(BrimmedHat,Hat,Black,Dark)",0.5,0,False,"(R=0.025,G=0.025,B=0.03,A=1.0)","(R=0.025,G=0.025,B=0.03,A=1.0)"
CAP_DARKBLUE_01,CAP_DARKBLUE_01,Headwear,/Game/TMOP/Characters/Appearance/Clothing/1986/Meshes/SK_TMOP_Cap.SK_TMOP_Cap,/Game/TMOP/Characters/Appearance/Materials/Clothing1986/MI_TMOP_Clothing_DarkBlue.MI_TMOP_Clothing_DarkBlue,Unknown,"()",8,0,1970,1989,"(Cap,DarkBlue,Dark)",0.7,0,False,"(R=0.025,G=0.055,B=0.12,A=1.0)","(R=0.025,G=0.055,B=0.12,A=1.0)"
